,flow
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.00010125307317073164
30,0.0003198169756097562
31,0.0004350313756097561
32,0.0004651842731707317
33,0.00045880577560975595
34,0.00047209802926829266
35,0.0004929285073170731
36,0.00046790517073170743
37,0.00047258868292682915
38,0.00045256109268292685
39,0.00042338950243902434
40,0.00041558364878048774
41,0.00045354239999999995
42,0.00039274595121951224
43,0.00041121237073170737
44,0.000442971043902439
45,0.0003683024780487804
46,0.0003932812097560976
47,0.000385475356097561
48,0.0003134830829268293
49,0.0003429223024390244
50,0.0003456878048780489
51,0.00026281194146341466
52,0.0002955519219512195
53,0.00028413307317073173
54,0.00020968753170731705
55,0.00024586208780487807
56,0.0002286
57,0.00016570712195121957
58,0.0001899721756097561
59,0.00018702825365853658
60,0.00013390384390243905
61,0.00014652702439024395
62,0.00013136136585365852
63,0.00011414388292682926
64,0.00011945186341463416
65,0.0001173554341463415
66,9.335800975609758e-05
67,0.00010152070243902436
68,8.198376585365856e-05
69,5.3302829268292705e-05
70,5.325822439024392e-05
71,4.879773658536586e-05
72,2.0562848780487827e-05
73,2.622766829268297e-05
74,1.842181463414632e-05
75,0.0
76,0.0005777669853658536
77,0.0016737980487804879
78,0.0018537787317073173
79,0.0019459770146341463
80,0.0019151550439024392
81,0.0017889678439024393
82,0.0017599746731707317
83,0.001728260604878049
84,0.00161630236097561
85,0.0016002892097560977
86,0.0015286537756097564
87,0.001432619473170732
88,0.0014117443902439027
89,0.0020830032
90,0.00293999672195122
91,0.0027039477073170733
92,0.0024355155512195124
93,0.0022318496780487805
94,0.0021753799024390244
95,0.0026490391024390244
96,0.0026390030048780494
97,0.0023966200975609757
98,0.0023019239414634146
99,0.002157359531707317
100,0.0021156985756097565
101,0.0020195750634146342
102,0.0018694350439024396
103,0.0018132775024390245
104,0.0017315167609756098
105,0.0017246476097560976
106,0.0018684091317073168
107,0.001891648273170732
108,0.0018554737170731709
109,0.0018311640585365852
110,0.001757521404878049
111,0.001665233912195122
112,0.0016392292682926829
113,0.0015792357073170732
114,0.001494754068292683
115,0.0014497477463414636
116,0.001388728273170732
117,0.0013288239219512194
118,0.0013519738536585369
119,0.002060656156097561
120,0.002717106146341463
121,0.003608534634146342
122,0.005027058965853659
123,0.005675792312195122
124,0.005263866263414635
125,0.0047363243707317084
126,0.004489079531707318
127,0.0037457838439024396
128,0.003106060682926829
129,0.002656934165853659
130,0.002410804448780488
131,0.0023304264585365855
132,0.0022265863024390244
133,0.002144557931707317
134,0.002033001131707317
135,0.001869836487804878
136,0.001787718907317074
137,0.0017240231414634144
138,0.001608139668292683
139,0.0015374855414634146
140,0.0014779826341463419
141,0.001406391804878049
142,0.0013579509073170734
143,0.0012971544585365857
144,0.0012314960780487807
145,0.0012097288975609758
146,0.001171680936585366
147,0.0011203853268292685
148,0.0010959418536585367
149,0.0010581169170731707
150,0.0010084270829268291
151,0.0009828238829268296
152,0.0009582912
153,0.0009168532682926829
154,0.000893881756097561
155,0.000871936156097561
156,0.0008430321951219511
157,0.0008288924487804878
158,0.0008070806634146343
159,0.0007875437268292682
160,0.0007761694829268292
161,0.0007642153756097562
162,0.0007490943219512195
163,0.0007430280585365854
164,0.0007245616390243903
165,0.0006998951414634146
166,0.0006949886048780488
167,0.0006928475707317074
168,0.0006767898146341464
169,0.0006648357073170733
170,0.0006623824390243903
171,0.0006481088780487804
172,0.0006408828878048781
173,0.0006320511219512195
174,0.0006196955707317073
175,0.000613673912195122
176,0.0006034593951219513
177,0.0005969916878048781
178,0.0006008277073170731
179,0.0005920851512195123
180,0.0005576055804878048
181,0.0005582300487804878
182,0.0005430643902439025
183,0.0005206727414634147
184,0.0005228137756097561
185,0.0005179518439024389
186,0.000512242419512195
187,0.0005131345170731707
188,0.0005106812487804878
189,0.0005058193170731708
190,0.000508183375609756
191,0.0004957386146341464
192,0.00047196421463414624
193,0.00047588944390243896
194,0.0004715181658536585
195,0.0004623741658536585
196,0.0004589395902439025
197,0.00045586185365853644
198,0.00045479133658536577
199,0.00045720000000000005
200,0.0004551927804878049
201,0.0004282068292682926
202,0.00043534360975609754
203,0.00042254200975609744
204,0.000422854243902439
205,0.0004368601756097561
206,0.0004356558439024391
207,0.00042842985365853647
208,0.0004319090341463414
209,0.0004267348682926828
210,0.0003994366829268293
211,0.00040340651707317077
212,0.00039287976585365844
213,0.0003868581073170731
214,0.0003945301463414634
215,0.00038507391219512195
216,0.0003764651707317073
217,0.0003770896390243902
218,0.0003724507317073171
219,0.0003478288390243902
220,0.00034724897560975616
221,0.00034234243902439023
222,0.000357820331707317
223,0.0003552332487804877
224,0.00035228932682926817
225,0.00033908628292682926
226,0.00033872944390243897
227,0.0003298530731707317
228,0.0003261954731707317
229,0.00033114661463414636
230,0.00032244866341463413
231,0.00032124433170731704
232,0.00032418825365853655
233,0.000316783843902439
234,0.0003041160585365854
235,0.0002961763902439025
236,0.00029662243902439027
237,0.00029184971707317065
238,0.00028841514146341464
239,0.00028301795121951233
240,0.00027547972682926824
241,0.00026731703414634145
242,0.0002672278243902439
243,0.00025875289756097553
244,0.0002579500097560976
245,0.0002517499317073171
246,0.00024358723902439023
247,0.0002423829073170732
248,0.00024367644878048775
249,0.00022975972682926825
250,0.0002242733268292683
251,0.00022596831219512194
252,0.00021856390243902437
253,0.00020901845853658535
254,0.00020928608780487808
255,0.0001988039414634147
256,0.00019907157073170736
257,0.00019322833170731712
258,0.00017462809756097562
259,0.00017391441951219514
260,0.00017288850731707315
261,0.0001705244487804878
262,0.00016106821463414636
263,0.00016646540487804878
264,0.0001574552195121952
265,0.00015339617560975613
266,0.00015080909268292686
267,0.00014295863414634147
268,0.00014251258536585366
269,0.00014014852682926827
270,0.00014095141463414638
271,0.0001378736780487805
272,0.00013608948292682924
273,0.00013319016585365857
274,0.00013038005853658542
275,0.0001307368975609756
276,0.00012837283902439027
277,0.0001275699512195122
278,0.0001264548292682927
279,0.00012377853658536585
280,0.0001233324878048781
281,0.000122931043902439
282,0.00011731082926829276
283,0.00011503598048780489
284,0.00011369783414634144
285,0.00011057549268292684
286,0.0001107093073170732
287,0.00010794380487804883
288,0.0001029034536585366
289,9.875520000000005e-05
290,9.487457560975607e-05
291,8.822844878048782e-05
292,8.31434926829268e-05
293,7.814774634146347e-05
294,6.936058536585366e-05
295,6.78886243902439e-05
296,6.391879024390245e-05
297,6.159933658536585e-05
298,6.262524878048779e-05
299,6.048421463414639e-05
300,5.477479024390246e-05
301,5.11617951219512e-05
302,5.544386341463416e-05
